,animeid,title,appear,battl,becom,begin,boy,citi,come,day,decid,demon,discov,dream,earth,end,famili,father,fight,forc,friend,girl,group,help,high,howev,human,japan,known,life,like,live,love,magic,make,man,meet,mysteri,new,order,peopl,power,save,school,secret,sister,start,stori,student,team,time,togeth,tri,turn,use,want,war,way,work,world,year,young,ai,alien,apocalypt,bishounen,crime,demon,fan__servic,fight,harem,histor,idol,love,magic,mecha,militari,moe,monster,music,parodi,polic,post,robot,samurai,school,space,sport,superpow,tragedi,war,yuri,action,adventure,comedy,drama,erotica,fantasy,horror,magic,mystery,psychological,romance,science__fiction,slice__of__life,supernatural,thriller,tournament,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,old
2666,12782,Alice in the Country of Hearts: Wonderful Wonder World,0,0,0,0.550845897,0,0,0,0,0.557729687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454585228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422916852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2667,12765,JK to Inkō Kyōshi 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229624998,0.210045144,0,0,0,0,0,0,0,0,0,0,0,0,0.262756438,0,0,0,0.236519814,0.291827091,0,0,0,0.442062604,0,0,0,0,0.257086535,0,0,0,0,0.300748751,0,0,0,0,0.583990699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2668,12728,Manyū Hiken-chō,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302742737,0,0,0,0.335907367,0.295893265,0,0.282687676,0.29802359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246233124,0,0,0,0,0,0,0,0,0.448959975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649556684,0,0,0,0,0,0,0.613604967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2669,12727,You and Me.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383261064,0,0.503564979,0,0,0,0,0,0.509477156,0,0,0,0,0,0,0,0,0,0.394769021,0,0,0,0,0,0,0,0,0,0.429096395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2670,12725,hack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,12648,Baton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221408668,0,0,0,0,0,0.516198272,0,0,0,0.594600715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575297781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2672,12620,Hakuōki: A Memory of Snow Flowers,0,0,0,0,0,0,0,0.574439947,0,0.818546729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519356942,0,0.492157288,0,0,0,0.426330768,0,0,0,0,0,0,0,0,0,0,0,0,0.553436218,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2673,12600,Xi AVANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2674,12584,Magic Tree House,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373979331,0,0,0,0,0,0,0,0.335603727,0,0,0,0,0,0,0,0,0,0.398559074,0,0,0,0,0,0.368516423,0,0,0,0,0,0,0,0,0,0,0.326655892,0,0,0,0.345172098,0,0,0.350789556,0,0,0,0.322420139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2675,12571,Mahō Sensei Negima! Anime Final,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2676,12570,Mashiroiro Symphony - The color of lovers,0,0,0,0,0.271999047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222241828,0,0.308349773,0.299957184,0,0.775483575,0,0,0,0,0,0,0.300327187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816601656,0,0,0,0,0,0,0,0,0,0,0,0.577201641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2677,12569,Tansuwarashi,0,0,0,0,0,0,0,0.563639504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562873279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604552878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2678,12568,Bannō Yasai Ninninman,0,0,0,0,0,0,0,0,0,0,0,0.431214461,0,0,0,0,0,0.783734747,0,0.2839863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345203877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2679,12567,Kizuna Ichigeki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383631911,0,0,0.296341983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311841793,0,0,0,0,0,0,0,0,0,0,0.385642579,0,0,0,0,0,0,0.720446031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2680,12566,Magic of Chocolate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2681,12565,Oni Chichi Re-birth,0,0,0,0,0,0,0,0.401764082,0,0,0,0,0,0,0,0.49923804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443472222,0,0,0,0,0,0,0,0,0.373049823,0,0,0.503500963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2682,12564,B-Chiku Beach: Nangoku Nyūjoku Satsueikai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776975032,0,0,0.451670415,0,0,0,0,0.438524384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2683,12563,Gakuen 3: Karei Naru Etsujoku the Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2684,12562,Hato no Oyomesan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2685,12561,Weekly Shimakō,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2686,12560,Rinshi!! Ekoda-chan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2687,12559,Pū-Neko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2688,12558,Menkui!,0,0,0.278412364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262346445,0.479952942,0,0,0.30282943,0,0,0,0,0,0,0,0,0,0,0.337948584,0.303904982,0,0,0,0,0,0,0,0,0,0,0.321605989,0,0,0,0,0.321773076,0.343605297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2689,12552,Pet Life,0,0,0,0,0,0,0,0.464820963,0,0,0,0,0,0.578287778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513075197,0,0,0,0,0,0,0,0,0.431600001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2690,12550,Birei Okami Mie,0,0,0.255456442,0,0,0,0.291497502,0.249541287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278599219,0,0,0,0,0,0,0,0,0.571991458,0,0,0.310083726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5353099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2691,12549,Cosplay Roshutsu Kenkyūkai,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498786374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491500346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506526363,0,0.503061235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2692,12548,Otoko no Ko Ojō-sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2693,12547,Aquarion Evol,0,0,0.21731803,0,0,0,0.247978334,0,0,0,0,0,0.252615705,0,0,0,0.242492018,0,0,0,0,0,0,0,0.238712058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75309996,0,0,0,0,0,0,0.243762952,0,0,0,0,0.197228736,0.214941851,0,0,0.27914444,0.317355099,0,0,0,0.226516912,0.301817701,0,0,0,0.619172801,0,0.209376426,0,0,0,0,0,0,0.317355099,0,0,0,0.288112745,0,0.260813397,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2694,12546,Kyūketsuki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2695,12544,Tottoko Hamtarō Dechu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2696,12543,Hotarubi no Mori e,0,0,0,0,0,0,0.457166019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436937177,0,0,0.440082968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425287599,0.474913227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2697,12542,Natsume's Book of Friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388819688,0,0.718691736,0,0.30345733,0,0,0.351215765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341851684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2698,12541,Ben-To,0,0,0,0,0,0,0,0.181480929,0,0,0.455153228,0,0,0,0,0,0.207303736,0,0,0.320269501,0,0,0.202076124,0,0,0,0.232713792,0,0,0.181234219,0,0,0,0,0,0,0.180318577,0,0,0,0,0.168510406,0,0,0,0,0.587994857,0,0,0,0.214717097,0,0,0,0,0,0,0,0.183751404,0,0.542809116,0,0,0,0,0,0.376790152,0.502046123,0.422898508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363997236,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2699,12532,Kamisama Dolls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36272288,0,0,0,0,0,0,0,0,0,0,0,0,0.306910062,0,0,0,0,0,0.364669789,0,0.317074917,0.291590051,0,0,0,0,0,0,0,0,0,0.316945436,0,0,0,0.347215302,0,0,0.368237321,0,0,0,0,0,0.314771999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2700,12527,Jewelpet Sunshine,0,0,0,0,0,0,0,0,0,0,0,0.467062435,0,0,0,0,0,0,0.672535988,0,0,0,0,0,0,0,0,0,0,0,0.399522788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412225144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565082937,0.484149121,0,0,0,0,0,0.53548557,0,0,0,0,0.399419713,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2701,12526,Letter to Momo,0,0,0,0,0.311618586,0,0.320315877,0,0,0,0,0,0,0,0,0.340739594,0,0,0,0,0,0.306142428,0,0,0,0,0,0.28677015,0,0,0,0,0,0,0,0,0.544910923,0,0,0,0,0,0,0.35326418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294116174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2702,12525,Pokémon the Movie: Black - Victini and Reshiram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2703,12511,O-jii-san no Lamp,0,0,0,0,0.818297762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425749467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386168569,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2704,12509,Uta no Prince-sama - Maji Love 1000%,0,0,0,0,0.414051538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40217253,0,0,0,0,0,0,0,0,0.67661686,0,0,0,0,0,0,0,0,0,0,0,0.457174152,0,0,0,0,0,0,0,0,0,0.629565101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634812469,0,0,0,0,0,0.447951909,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2705,12508,Tono to Issho: Gantai no Yabō,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2706,12506,Battle Girls - Time Paradox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230798408,0,0.292022086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282603073,0,0,0,0,0,0.242870041,0,0,0,0,0,0,0.284236221,0,0,0,0,0,0.33214854,0,0,0.729034952,0,0,0,0,0,0,0,0,0,0,0,0.488593401,0,0,0,0,0,0,0,0,0,0,0,0,0.634261715,0,0,0,0,0,0,0.599156545,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2707,12501,"Last Exile: Fam, The Silver Wing",0,0,0,0,0,0,0,0.352990496,0.432494574,0,0,0,0.420051025,0,0,0,0,0,0,0,0.447388632,0,0,0,0,0,0,0,0,0.352510632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432993021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2708,12500,Suzy's Zoo Daisuki! Witzy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643942733,0,0,0,0,0,0,0,0,0,0,0,0.765073693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2709,12453,Happy Kappy,0,0,0,0,0,0,0.397271097,0.340090533,0,0,0.426472645,0,0,0,0,0,0,0,0,0.300088351,0,0,0,0,0,0,0,0,0,0,0.389772934,0,0.375396187,0,0,0,0,0,0,0,0,0,0,0,0,0.402165305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2710,12449,Honto ni Atta! Reibai-Sensei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536898219,0,0,0,0,0,0,0,0,0,0,0,0.843647025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2711,12442,Ore wa Kanojo o Shinjiteru!,0,0,0.327232161,0,0,0,0,0,0,0,0,0,0,0.397685576,0,0,0,0,0,0.282056508,0,0,0,0,0,0,0,0,0,0,0,0,0.352839213,0.397208097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347362343,0,0,0,0.367052275,0,0,0,0,0,0,0.342858089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2712,12441,Shōjo Senki Brain Jacker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2713,12440,Sweet Home: H na Onee-san wa Suki Desu ka?,0,0,0,0,0,0,0,0.339805954,0,0,0,0,0,0.422755525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339344014,0,0,0,0,0,0,0.67525912,0,0,0,0,0,0,0,0,0,0.366988338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2714,12436,IDOLM@STER,0,0,0.476182038,0,0,0,0,0.465155928,0,0,0,0.623231048,0,0,0,0,0,0,0,0.410443285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729385342,0,0,0,0,0,0,0.684103079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
